0,1,mov,$1,1,1
0,1,mov,$1,2,1
0,1,mov,$1,3,1
0,1,mov,$1,4,1
0,1,mov,$1,5,1
0,1,mov,$1,6,1
0,1,mov,$1,7,1
0,1,mov,$1,8,1
0,1,mov,$1,9,1
0,1,mov,$1,10,1
0,1,mov,$1,11,1
0,1,mov,$1,12,1
0,1,mov,$1,13,1
0,1,mov,$1,14,1
0,1,mov,$1,15,1
0,1,mov,$1,16,1
0,1,mov,$1,17,1
0,1,mov,$1,18,1
0,1,mov,$1,19,1
0,1,mov,$1,20,1
0,1,mov,$1,21,1
0,1,mov,$1,22,1
0,1,mov,$1,23,1
0,1,mov,$1,24,1
0,1,mov,$1,25,1
0,1,mov,$1,26,1
0,1,mov,$1,27,1
0,1,mov,$1,28,1
0,1,mov,$1,29,1
0,1,mov,$1,30,1
0,1,mov,$1,31,1
0,1,mov,$1,32,1
0,1,mov,$1,$0,3
0,1,pow,$1,$0,1
0,2,mov,$1,-4,1
0,2,mov,$1,-2,1
0,2,mov,$1,-1,1
0,2,mov,$1,2,3
0,2,mov,$1,3,2
0,2,mov,$1,4,2
0,2,mov,$1,5,1
0,2,mov,$1,6,1
0,2,mov,$1,7,2
0,2,mov,$1,9,1
0,2,mov,$1,10,1
0,2,mov,$1,19,1
0,2,mov,$1,20,1
0,2,mov,$1,21,1
0,2,mov,$1,22,1
0,2,mov,$1,23,1
0,2,mov,$1,24,1
0,2,mov,$1,25,1
0,2,mov,$1,26,1
0,2,mov,$1,27,1
0,2,mov,$1,28,1
0,2,mov,$1,29,2
0,2,mov,$1,30,2
0,2,mov,$1,31,2
0,2,mov,$1,32,2
0,2,mov,$1,33,1
0,2,mov,$1,34,2
0,2,mov,$1,35,1
0,2,mov,$1,36,2
0,2,mov,$1,37,1
0,2,mov,$1,38,1
0,2,mov,$1,39,1
0,2,mov,$1,40,2
0,2,mov,$1,41,1
0,2,mov,$1,42,1
0,2,mov,$1,43,1
0,2,mov,$1,44,1
0,2,mov,$1,45,1
0,2,mov,$1,46,1
0,2,mov,$1,47,1
0,2,mov,$1,48,1
0,2,mov,$1,49,1
0,2,mov,$1,50,1
0,2,mov,$1,51,1
0,2,mov,$1,52,1
0,2,mov,$1,53,1
0,2,mov,$1,54,1
0,2,mov,$1,55,1
0,2,mov,$1,56,1
0,2,mov,$1,57,1
0,2,mov,$1,58,1
0,2,mov,$1,59,1
0,2,mov,$1,60,1
0,2,mov,$1,61,1
0,2,mov,$1,62,1
0,2,mov,$1,63,1
0,2,mov,$1,65,1
0,2,mov,$1,$0,114
0,2,add,$0,1,1
0,2,add,$0,2,1
0,2,add,$0,3,1
0,2,add,$0,4,1
0,2,add,$0,5,1
0,2,add,$0,6,1
0,2,add,$0,7,1
0,2,add,$0,8,1
0,2,add,$0,9,1
0,2,add,$0,10,1
0,2,add,$0,20,1
0,2,sub,$1,$0,2
0,2,trn,$0,2,2
0,2,trn,$0,3,1
0,2,mul,$0,-1,1
0,2,mul,$0,2,1
0,2,div,$0,2,1
0,2,div,$0,4,1
0,2,div,$0,5,1
0,2,div,$0,6,1
0,2,div,$0,8,1
0,2,mod,$0,2,1
0,2,mod,$0,3,2
0,2,mod,$0,4,2
0,2,mod,$0,5,1
0,2,mod,$0,6,2
0,2,mod,$0,7,2
0,2,mod,$0,8,1
0,2,mod,$0,9,1
0,2,mod,$0,10,1
0,2,mod,$0,11,1
0,2,mod,$0,15,1
0,2,pow,$0,5,1
0,2,pow,$0,9,1
0,2,pow,$1,$0,14
0,2,pow,$2,$0,1
0,2,gcd,$0,3,1
0,2,gcd,$0,5,1
0,2,bin,$0,2,1
0,2,bin,$0,4,1
